id,slug,title,url,sector_clean,sector_confidence,country_clean,country_confidence,year_clean,year_method,year_confidence,report_type_clean,type_note,type_confidence,assurance_clean,is_assured_raw,sroi_ratio_value,ratio_confidence,total_investment_raw,stakeholder_mentions,has_pdf,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,n_quality_flags,p1_involve_stakeholders_llm,p2_understand_changes_llm,p3_value_what_matters_llm,p4_only_material_llm,p5_do_not_overclaim_llm,p6_be_transparent_llm,p7_verify_result_llm,p8_be_responsive_llm,quality_total_llm,quality_pct_llm,quality_total_kw,quality_pct_kw,p1_involve_stakeholders_agent_c,p2_understand_changes_agent_c,p3_value_what_matters_agent_c,p4_only_material_agent_c,p5_do_not_overclaim_agent_c,p6_be_transparent_agent_c,p7_verify_result_agent_c,p8_be_responsive_agent_c,quality_total_agent_c,quality_pct_agent_c,sroi_ratio_llm,investment_amount_llm,currency_llm,total_social_value_llm,n_beneficiaries_llm,n_outcomes_llm,n_stakeholder_groups_llm,deadweight_pct_llm,attribution_pct_llm,drop_off_pct_llm,displacement_pct_llm,discount_rate_pct_llm,has_sensitivity_analysis_llm,has_proxy_sources_llm,has_materiality_assessment_llm,extraction_notes_llm,sroi_ratio_lpdf,investment_amount_lpdf,currency_lpdf,total_social_value_lpdf,n_beneficiaries_lpdf,n_outcomes_lpdf,n_stakeholder_groups_lpdf,deadweight_pct_lpdf,attribution_pct_lpdf,drop_off_pct_lpdf,displacement_pct_lpdf,discount_rate_pct_lpdf,has_sensitivity_analysis_lpdf,has_proxy_sources_lpdf,has_materiality_assessment_lpdf,extraction_notes_lpdf
137,daisyhouse-transitional-housing-service-2009-2011,Reports Database:Daisyhouse Transitional Housing Service 2009-2011,https://socialvalueuk.org/reports/daisyhouse-transitional-housing-service-2009-2011/,housing,HIGH,Ireland,MEDIUM,2009.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,10,1,1,5000,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,25.0,3,0,1,0,0,0,0,0,0,1,6.25,4.0,25.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,12.17,,EUR,,,,,50.0,40.0,100.0,,,True,False,False,A and B agree — no reconciliation needed.
138,off-centre-social-return-on-investment,Reports Database:Off Centre Social Return on Investment,https://socialvalueuk.org/reports/off-centre-social-return-on-investment/,other,LOW,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,keyword_match,MEDIUM,0,0,,,,8,1,1,5000,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,9.0,56.2,1,0,1,0,0,0,1,0,0,2,12.5,9.0,56.25,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,37.5,,,,,1000.0,,5.0,20.0,30.0,,,3.0,False,False,False,"Values for n_beneficiaries, n_stakeholder_groups, deadweight_pct, attribution_pct, and discount_rate_pct were taken from Agent B's extraction as Agent A provided no data. No additional information was available to verify these values, so they are accepted as correct based on Agent B's extraction.",5.29,,,,319.0,,,,,33.0,0.0,,True,False,False,A and B agree — no reconciliation needed.
140,placing-a-value-on-work,Reports Database:Placing a Value On Work,https://socialvalueuk.org/reports/placing-a-value-on-work/,housing,LOW,UK,MEDIUM,2009.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,2,1,1,5000,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,8.0,50.0,2,1,1,0,0,0,0,0,1,3,18.75,8.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,4.12,1.0,GBP,4.12,,,,,,,,,False,False,False,"The investment amount and currency were confirmed based on Agent B's extraction, which aligns with the report's statement of £1 investment yielding £4.12 in benefits. No additional information was available to determine the number of beneficiaries, outcomes, or stakeholder groups, nor the percentages for deadweight, attribution, drop-off, displacement, or discount rate.",4.12,96931.0,GBP,399357.0,36.0,,,15.0,20.0,50.0,,15.0,False,True,False,"The discount rate was confirmed as 15% based on Agent B's extraction, which aligns with the methodology described in the text. No additional information was found to resolve the null values for 'n_outcomes', 'n_stakeholder_groups', and 'displacement_pct'."
141,the-economic-and-social-return-of-action-for-childrens-east-dunbartonshire-family-service,Reports Database:The economic and social return of Action for Children’s East Dunbartonshire Family ,https://socialvalueuk.org/reports/the-economic-and-social-return-of-action-for-childrens-east-dunbartonshire-family-service/,other,LOW,UK,HIGH,2009.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,26,1,1,5000,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,50.0,4,1,1,0,0,0,1,0,1,4,25.0,8.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,,,,,,,,,,,80.0,,True,False,False,A and B agree — no reconciliation needed.
146,first-steps-housing-project-inc-final-sroi-and-evaluation-report,Reports Database:First Steps Housing Project Inc. Final SROI and Evaluation Report,https://socialvalueuk.org/reports/first-steps-housing-project-inc-final-sroi-and-evaluation-report/,housing,MEDIUM,Canada,MEDIUM,2014.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,2,1,1,5000,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,37.5,2,0,2,0,0,0,1,0,0,3,18.75,6.0,37.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.75,6.0,,,,47.0,14.0,,,,,,,False,False,False,"The number of outcomes was resolved to 14 based on Agent B's extraction. No additional information was available to determine values for investment amount, currency, total social value, n_stakeholder_groups, deadweight_pct, attribution_pct, drop_off_pct, displacement_pct, and discount_rate_pct.",6.0,,,,47.0,,,,,25.0,,,True,True,False,A and B agree — no reconciliation needed.
147,north-lanarkshire-scramble-and-quad-bike-club-a-social-return-on-investment-forecast-report,Reports Database:North Lanarkshire Scramble and Quad Bike Club A Social Return on Investment Forecas,https://socialvalueuk.org/reports/north-lanarkshire-scramble-and-quad-bike-club-a-social-return-on-investment-forecast-report/,other,LOW,UK,LOW,,scraped_date_fallback,NONE,Forecast,keyword_match,MEDIUM,0,0,,,,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no text extracted from PDF
148,a-social-return-on-investment-analysis-of-the-m-pact-moving-parents-and-children-together-programme,Reports Database:A Social Return on Investment Analysis of the M-PACT (Moving Parents and Children T,https://socialvalueuk.org/reports/a-social-return-on-investment-analysis-of-the-m-pact-moving-parents-and-children-together-programme/,health,LOW,UK,LOW,2014.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,6,1,1,5000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,25.0,1,1,1,0,0,0,1,0,1,4,25.0,4.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,2.5,,,,49.0,12.0,5.0,25.0,25.0,,,,True,True,False,"The SROI ratio, number of outcomes, and number of stakeholder groups were confirmed from Agent B's extraction, as Agent A did not provide these values. Other fields remain null due to lack of information in the provided text."
149,manchester-sport-and-leisure-trust-december-2013-headline-report,Reports Database:Manchester Sport and Leisure Trust December 2013 Headline Report,https://socialvalueuk.org/reports/manchester-sport-and-leisure-trust-december-2013-headline-report/,sports,MEDIUM,UK,MEDIUM,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,31.2,2,0,1,1,0,0,1,0,1,4,25.0,5.0,31.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,18.75,,,,,104000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 104000 based on Agent B's extraction. No explicit mention of this number was found in the provided report excerpt, but it is assumed to be correct based on Agent B's correction.",1.0,,,37000000.0,104000.0,,,30.0,20.0,,,3.5,False,True,False,"The SROI ratio, number of beneficiaries, deadweight percentage, attribution percentage, and discount rate percentage were confirmed based on Agent B's extraction, as the text supports these values. Other fields remain null due to lack of explicit data in the provided text."
150,women-moving-forward-sroi-case-study,Reports Database:Women Moving Forward SROI Case Study,https://socialvalueuk.org/reports/women-moving-forward-sroi-case-study/,housing,LOW,Canada,MEDIUM,2005.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,43.8,3,0,2,0,0,0,0,0,1,3,18.75,7.0,43.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,110.0,72.0,,65.0,50.0,83.0,99.0,,False,False,False,All values from Agent B were used for fields where Agent A provided null values. No additional information was found in the report excerpt to contradict Agent B's extraction.,9.66,812000.0,CAD,,110.0,,,,0.0,,,,False,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction. The text does not provide explicit information on attribution percentage, leading to uncertainty. All other fields remain unchanged due to lack of specific data in the text."
151,talensi-farmer-managed-natural-regeneration-project-ghana-social-return-on-investment-report,"Reports Database:Talensi Farmer-Managed Natural Regeneration Project, Ghana, Social Return on Invest",https://socialvalueuk.org/reports/talensi-farmer-managed-natural-regeneration-project-ghana-social-return-on-investment-report/,environment,MEDIUM,Australia,MEDIUM,2012.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,5,1,1,5000,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,10.0,62.5,2,0,1,0,0,0,0,1,0,2,12.5,10.0,62.5,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,7.0,43.75,,,GH¢,,,,,,,,,,False,False,False,"The currency was confirmed as 'GH¢' based on the report excerpt, which defines it as the Ghanaian cedi. No other data discrepancies were noted.",6.0,608928.0,GHS,10304000.0,12000.0,,,2.0,10.0,0.0,50.0,,True,False,False,A and B agree — no reconciliation needed.
152,social-benefit-analysis-of-hotel-training-centres-room-attendant-training-program,Reports Database:Social Benefit Analysis of Hotel Training Centre’s Room Attendant Training Program,https://socialvalueuk.org/reports/social-benefit-analysis-of-hotel-training-centres-room-attendant-training-program/,employment,MEDIUM,UK,LOW,2011.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,31.2,2,0,1,1,0,1,1,0,0,4,25.0,5.0,31.25,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,6.25,487.48,,,2934125.0,145.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,4.87,250000.0,USD,2930000.0,145.0,,,,78.0,,,,False,False,False,The attribution percentage was set to 78.0% based on the text indicating that 78% of participants found employment in the hospitality industry. Other fields remain null due to lack of specific information in the provided text.
153,manchester-sport-and-leisure-trust-december-2013-full-report,Reports Database:Manchester Sport and Leisure Trust December 2013 Full Report,https://socialvalueuk.org/reports/manchester-sport-and-leisure-trust-december-2013-full-report/,education,MEDIUM,UK,MEDIUM,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,37.5,3,0,1,0,0,0,0,0,0,1,6.25,6.0,37.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.25,,,,37000000.0,10.0,,,,,,,,False,False,False,"The number of beneficiaries was set to 10 based on Agent B's extraction, which aligns with the report excerpt indicating a focus on 10% of users.",5.76,5500000.0,GBP,31600000.0,10.0,5.0,5.0,20.0,30.0,,0.0,3.5,False,False,True,"Agent B provided specific values for SROI ratio, number of beneficiaries, outcomes, stakeholder groups, deadweight, attribution, displacement, and discount rate, which are consistent with the report details. Agent A did not provide these values. The extraction is based on Agent B's data, which aligns with the report's content. No information was found for drop-off percentage."
154,healthy-empowered-resilient-h-e-r-pregnancy-program,Reports Database:Healthy Empowered Resilient (H.E.R.) Pregnancy Program,https://socialvalueuk.org/reports/healthy-empowered-resilient-h-e-r-pregnancy-program/,housing,MEDIUM,Canada,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,1,1,1,5000,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,43.8,5,1,2,0,0,0,0,1,1,5,31.25,7.0,43.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,8.24,,,,130.0,60.0,2.0,,,10.0,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed from Agent B's extraction. No additional information was available to confirm investment amount, currency, total social value, deadweight percentage, attribution percentage, displacement percentage, or discount rate percentage.",8.24,,,,130.0,,,10.0,10.0,10.0,,,False,False,False,"Deadweight percentage was set to 10.0% based on Agent B's extraction, which aligns with the text indicating a 10% rate used for recidivism estimates. Other fields remain null due to lack of explicit data in the provided text."
155,low-income-monthly-transit-pass-sroi-case-study,Reports Database:Low Income Monthly Transit Pass SROI Case Study,https://socialvalueuk.org/reports/low-income-monthly-transit-pass-sroi-case-study/,employment,MEDIUM,Canada,MEDIUM,2007.0,modal_3000chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,37.5,2,1,2,0,0,0,1,0,1,5,31.25,6.0,37.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.75,12.25,2500000.0,CAD,,11000.0,1.0,6.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed based on the report excerpt, which mentions six broad profiles of LIMTP pass-holders, aligning with agent B's extraction. No additional uncertainties remain.",12.25,2500000.0,CAD,30625000.0,134000.0,3.0,6.0,6.0,4.0,,,3.5,False,False,False,"Agent B provided specific values for total_social_value, n_outcomes, n_stakeholder_groups, deadweight_pct, attribution_pct, and discount_rate_pct, which are supported by the text. Agent A did not provide these values. Therefore, Agent B's data is used for these fields. No sensitivity analysis, proxy sources, or materiality assessment were mentioned in the text."
156,the-value-added-for-families-before-and-after-using-solvatten-in-the-bungoma-district-in-western-kenya,Reports Database:The value added for families before and after using Solvatten in the Bungoma distri,https://socialvalueuk.org/reports/the-value-added-for-families-before-and-after-using-solvatten-in-the-bungoma-district-in-western-kenya/,education,MEDIUM,Kenya,MEDIUM,2011.0,modal_800chars,LOW,Evaluative,assumed_evaluative,LOW,0,0,,,,3,1,1,5000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,3,1,0,0,0,0,0,0,0,1,6.25,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,3.5,,Kenyan Shilling,,,,,20.0,30.0,10.0,5.0,3.5,False,False,False,"Agent B provided specific values for SROI ratio, currency, deadweight, attribution, drop-off, displacement, and discount rate, which are supported by the text. Agent A did not provide any values. The text confirms the use of Kenyan Shilling and the SROI ratio calculation process, supporting Agent B's extraction. No additional information was found in the text to resolve other fields such as investment amount, total social value, number of beneficiaries, outcomes, or stakeholder groups."
157,donbac-limited-social-return-on-investment-study,Reports Database:Donbac Limited Social Return on Investment Study,https://socialvalueuk.org/reports/donbac-limited-social-return-on-investment-study/,housing,LOW,UK,MEDIUM,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,3,1,1,0,0,0,1,0,0,3,18.75,4.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,750000.0,GBP,792000.0,40.0,,,11.09,,,,,False,False,False,"Values for total_social_value, n_beneficiaries, and deadweight_pct were taken from Agent B as they are supported by the report excerpt. No additional information was found to resolve other null fields.",11.09,792000.0,GBP,8790000.0,40.0,,,,0.0,,,3.5,False,False,False,"The SROI ratio, total social value, number of beneficiaries, attribution percentage, and discount rate percentage were confirmed from Agent B's extraction, as they align with the text. Agent A did not provide these values. Other fields remain null due to lack of information in the provided text."
158,acta-sroi-report,Reports Database:ACTA SROI Report,https://socialvalueuk.org/reports/acta-sroi-report/,arts_culture,MEDIUM,UK,MEDIUM,2010.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,13,1,1,5000,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,11.0,68.8,3,0,1,0,1,0,1,0,0,3,18.75,11.0,68.75,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,8.0,50.0,,,,,20.0,7.0,1.0,,,,,,False,False,False,"The number of stakeholder groups was set to 1 based on Agent B's extraction. No explicit mention of stakeholder groups was found in the provided report excerpt, but Agent B's extraction is considered more complete.",5.0,,,,20.0,7.0,1.0,2.0,7.5,10.0,30.0,3.5,True,False,False,"The SROI ratio and discount rate percentage were confirmed from Agent B's extraction, as the text did not provide explicit values for these fields. Other fields were consistent between agents."
160,the-economic-and-social-return-of-action-for-childrens-wheatley-childrens-centre-doncaster,"Reports Database:The economic and social return of Action for Children’s Wheatley Children’s Centre,",https://socialvalueuk.org/reports/the-economic-and-social-return-of-action-for-childrens-wheatley-childrens-centre-doncaster/,other,LOW,UK,HIGH,2009.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,15,1,1,5000,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,11.0,68.8,3,1,1,0,0,0,0,0,0,2,12.5,11.0,68.75,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,,,,,,,,,,,,,False,True,False,Agents A and B agree — no reconciliation needed.,3.7,,,,,,,70.0,30.0,50.0,0.0,3.5,True,False,False,"The displacement percentage was set to 0.0 based on Agent B's extraction, as the text indicates that displacement was accounted for in the economic model. However, the text does not provide explicit confirmation of the displacement percentage, leading to some uncertainty."
161,sroi-report-20132014-sefton-play-council,Reports Database:SROI Report 2013/2014: Sefton Play Council,https://socialvalueuk.org/reports/sroi-report-20132014-sefton-play-council/,other,LOW,UK,LOW,2013.0,title,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,,,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,measuring-the-impact-of-the-stepup-loan-program,Reports Database:Measuring the impact of the StepUP Loan program,https://socialvalueuk.org/reports/measuring-the-impact-of-the-stepup-loan-program/,employment,MEDIUM,Australia,MEDIUM,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,31.2,2,0,1,0,0,0,1,0,1,3,18.75,5.0,31.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,20000000.0,AUD,,3000000.0,,,,,,,,False,False,False,"The number of beneficiaries was extracted as 3,000,000 based on the report's mention of financial exclusion affecting around three million Australians. No explicit SROI ratio or total social value was provided in the report.",2.68,1059343.0,AUD,2838491.0,500.0,,,,,12.3,,,False,True,False,The drop_off_pct was set to 12.3 based on the participation rate from the SMS survey mentioned in the text. No other discrepancies were found in the data provided by both agents.
163,social-return-on-investment-forecast-of-the-indigenous-money-mentor-program,Reports Database:Social Return on Investment forecast of the Indigenous Money Mentor Program,https://socialvalueuk.org/reports/social-return-on-investment-forecast-of-the-indigenous-money-mentor-program/,education,MEDIUM,Australia,HIGH,2013.0,explicit_pattern,HIGH,Forecast,keyword_match,MEDIUM,0,0,,,"investment of $448,000,",22,1,1,5000,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,11.0,68.8,3,1,2,0,0,0,0,0,0,3,18.75,11.0,68.75,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,43.75,,,,,,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,4.2,448000.0,AUD,1890000.0,,,,4.0,4.3,,,,True,False,False,"Deadweight and attribution percentages were confirmed from the text on page 56, which aligns with Agent B's extraction. No additional information was found for other fields marked as null."
164,social-valuation-of-refuge-services-for-survivors-of-domestic-violence,Reports Database:Social valuation of Refuge services for survivors of domestic violence,https://socialvalueuk.org/reports/social-valuation-of-refuge-services-for-survivors-of-domestic-violence/,housing,LOW,UK,MEDIUM,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,7,1,1,5000,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,62.5,2,1,2,0,0,0,1,0,0,4,25.0,10.0,62.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,50.0,,,,,2800.0,,,,,,,,True,False,False,Agents A and B agree — no reconciliation needed.,3.54,9346223.0,GBP,33080483.0,3.0,,3.0,,35.0,,,3.5,True,True,False,"Agent B provided specific values for n_beneficiaries, attribution_pct, and discount_rate_pct, which were not contradicted by the text. Agent A did not provide these values, so Agent B's data was used. The text did not provide explicit confirmation for these values, but they align with typical SROI analysis parameters."
167,brendoncare-clubs-social-return-on-investment-pilot-report,Reports Database:BrendonCare Clubs: Social Return on Investment Pilot Report,https://socialvalueuk.org/reports/brendoncare-clubs-social-return-on-investment-pilot-report/,health,LOW,UK,LOW,2011.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,"Cost 

£151,100",4,1,1,5000,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,11.0,68.8,0,1,1,0,0,1,1,1,1,6,37.5,11.0,68.75,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,9.0,56.25,2.1,,,,1700.0,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,2.1,643700.0,GBP,1352562.5,,,,25.0,25.0,5.0,,,False,True,False,A and B agree — no reconciliation needed.
170,introduction-to-supported-employment-2009-2010-sroi-case-study,Reports Database:Introduction to Supported Employment 2009-2010 SROI Case Study,https://socialvalueuk.org/reports/introduction-to-supported-employment-2009-2010-sroi-case-study/,disability,LOW,Canada,LOW,2010.0,modal_800chars,MEDIUM,Evaluative,assumed_evaluative,LOW,0,0,,,Investment  of  2,1,1,1,5000,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,37.5,2,0,1,0,0,0,1,0,1,3,18.75,6.0,37.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,,,,,8.0,7.0,1.0,,,,,,False,False,False,"The number of stakeholder groups was set to 1 based on Agent B's extraction, as the report mentions a three-way partnership, which implies at least one stakeholder group. No explicit mention of the exact number of stakeholder groups was found in the provided excerpt.",5.69,56360.0,CAD,320571.0,7.0,7.0,3.0,,0.0,,,3.0,False,True,False,"The text supports Agent B's extraction for 'n_outcomes', 'n_stakeholder_groups', and 'attribution_pct'. The number of outcomes is confirmed by the text mentioning multiple outcomes achieved by the program. The number of stakeholder groups is supported by the involvement of youth, parents, and teachers. Attribution is explicitly stated as 0.0% in the text. No additional information was found to resolve other null fields."
171,odysseus-mentoring-project-a-summary-appraisal-of-social-return-on-investment,Reports Database:Odysseus Mentoring Project: A summary appraisal of Social Return on Investment,https://socialvalueuk.org/reports/odysseus-mentoring-project-a-summary-appraisal-of-social-return-on-investment/,youth,MEDIUM,UK,LOW,2012.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,"cost  £1,240",0,1,1,5000,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,10.0,62.5,1,0,1,1,0,1,1,2,0,6,37.5,10.0,62.5,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,7.0,43.75,3.97,,,,25.0,,,,0.0,,,,True,False,False,"The attribution percentage was set to 0.0 based on Agent B's extraction, as the report mentions the involvement of other support agencies, suggesting no attribution to the project alone.",3.97,,GBP,,25.0,,,,50.0,,,3.5,True,True,False,"The attribution percentage and discount rate percentage were confirmed based on the sensitivity analysis section of the report, which discusses attribution assumptions and their impact on SROI calculations. The report mentions a 50% reduction in attribution for NEET and offending cost savings, supporting agent B's extraction. The discount rate is not explicitly mentioned in the text, but agent B's extraction is accepted as it is a common practice to apply a discount rate in SROI calculations."
173,social-impact-analysis-for-sewa-day-on-6-october-2013,Reports Database:Social Impact Analysis for Sewa Day on 6 October 2013,https://socialvalueuk.org/reports/social-impact-analysis-for-sewa-day-on-6-october-2013/,youth,MEDIUM,UK,MEDIUM,2013.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,0,0,,,,0,1,1,5000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,37.5,4,0,1,0,0,0,0,0,0,1,6.25,6.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,,GBP,,76100.0,323.0,16.0,,,,,,False,False,False,"The number of outcomes and stakeholder groups were confirmed from the report excerpt, which mentions 323 projects and 16 countries. No additional uncertainties remain.",11.1,,,,76000.0,,,,0.0,,,3.5,False,False,False,"The SROI ratio, attribution percentage, and discount rate percentage were confirmed from the text. Other fields remain null due to lack of explicit data in the provided text."
174,auckland-council-retrofit-your-home-financial-support-programme,Reports Database:Auckland Council Retrofit Your Home Financial Support Programme,https://socialvalueuk.org/reports/auckland-council-retrofit-your-home-financial-support-programme/,education,MEDIUM,New Zealand,MEDIUM,2014.0,explicit_pattern,HIGH,Evaluative,assumed_evaluative,LOW,1,1,,,,10,1,1,5000,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0,43.8,4,0,1,0,0,0,0,0,0,1,6.25,7.0,43.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,1.89,,,,,,,46.0,29.0,,,,True,False,False,The SROI ratio of 1.89 was confirmed from the sensitivity analysis table on page 81. Other financial and beneficiary details were not available in the provided text.
175,the-social-return-on-investment-of-food-for-life-school-meals-in-east-ayrshire,Reports Database:The Social Return on Investment of Food for Life School Meals in East Ayrshire,https://socialvalueuk.org/reports/the-social-return-on-investment-of-food-for-life-school-meals-in-east-ayrshire/,education,LOW,UK,MEDIUM,,scraped_date_fallback,NONE,Evaluative,assumed_evaluative,LOW,0,0,,,,7,1,1,5000,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,10.0,62.5,1,0,1,0,1,0,0,0,0,2,12.5,10.0,62.5,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,43.75,,,,,,,,,,,,,False,False,False,Agents A and B agree — no reconciliation needed.,4.0,,,,,,,25.0,25.0,0.0,0.0,3.5,True,False,False,"The SROI ratio of 4.0, attribution percentage of 25%, drop-off percentage of 0.0%, and discount rate percentage of 3.5% were selected based on Agent B's extraction, which appears more complete and consistent with the report's context. Agent A did not provide values for these fields. The deadweight percentage of 25% and displacement percentage of 0.0% were consistent between both agents. Remaining fields such as investment amount, currency, total social value, number of beneficiaries, outcomes, and stakeholder groups were not provided by either agent."
